fecha,huevo,L1,L2,crisalida,radiacion,tmax,tmin,tmed,exergia
08-25-01,0,24251,80254,0,1.769779998,23.89228398,17.84946328,20.94479009,98.02537121
08-26-01,0,23050,81426,0,15.2901828,24.70113721,16.48944627,20.37740249,97.91679035
08-27-01,0,19616,84835,0,15.68728239,23.49088107,14.55810394,19.09088851,97.80368517
08-28-01,0,15185,89239,0,16.45411308,24.8516633,14.55551068,19.51646509,97.68337016
08-29-01,0,13156,91245,0,19.61772239,22.37095334,13.57553406,18.1549814,97.55895699
08-30-01,0,8568,95809,0,18.10201084,22.53659262,14.38550324,18.33371028,97.42727383
08-31-01,0,1030,103334,0,15.90257732,23.13165055,13.67955149,18.16424062,97.28370947
09-01-01,0,0,104363,0,17.56229036,22.11713253,11.62287172,16.9375736,97.13865996
09-02-01,0,0,104363,0,14.91767244,20.71197789,11.87513019,16.38625996,96.99361046
09-03-01,0,0,104363,0,13.8727665,23.38162398,12.73970666,17.82678499,96.84856095
09-04-01,0,0,104363,0,15.13735041,23.75697736,12.46478903,18.04929536,96.70351145
09-05-01,0,0,104363,0,11.28960357,22.95504304,12.58284621,17.65403762,96.55846194
09-06-01,0,0,104363,0,15.48589967,21.51631417,11.50943777,16.45770858,96.41341244
09-07-01,0,0,104363,0,15.51345095,19.6458816,10.54177915,15.22407057,96.26836294
09-08-01,0,0,104363,0,15.68493251,20.59892656,11.50499522,15.87561059,96.12331343
09-09-01,0,0,104363,0,16.65166543,22.74837921,11.10589861,16.7414603,95.97826393
09-10-01,0,0,104363,0,16.25451908,23.58378149,11.11238176,17.23580083,95.83321442
09-11-01,0,0,104363,0,14.92001063,21.19449463,11.34191731,16.26202253,95.68816492
09-12-01,0,0,104363,0,14.47215113,20.96983739,10.87530024,15.86876926,95.54311541
09-13-01,0,0,104363,0,13.96532044,21.16906154,11.07661813,15.95110958,95.39806591
09-14-01,0,0,104363,0,15.73799554,22.56148369,10.37442874,16.32470932,95.2530164
09-15-01,0,0,104363,0,12.80669359,21.44236369,10.64915506,16.18152088,95.1079669
09-16-01,0,0,104363,0,12.61916038,21.32551812,12.83947285,16.89794452,94.96291739
09-17-01,0,0,104363,0,12.39427676,21.24607291,12.33071527,16.552555,94.81786789
09-18-01,0,0,104363,0,5.89564247,17.43597619,10.70590924,14.15980232,94.67281838
09-19-01,0,0,104363,0,0.333833564,14.28289935,10.6247529,12.32126156,94.52776888
09-20-01,0,0,104363,0,13.65855139,17.84205548,9.851939632,13.56698161,94.38271937
09-21-01,0,0,104363,0,9.842168137,17.55795515,12.19688596,14.43957275,94.23766987
09-22-01,0,0,104363,0,0.289801254,12.67601233,10.67183548,11.74967691,94.09262036
09-23-01,0,0,104363,0,2.045073865,12.33115103,10.74677436,11.44805612,93.94757086
09-24-01,0,0,104363,0,9.31033266,13.78903178,9.999957488,11.58944309,93.80252135
09-25-01,0,0,104363,0,14.7971134,15.82686789,8.211690934,11.88013498,93.65747185
09-26-01,0,0,104363,0,3.679972367,15.43205442,8.877053885,12.13117547,93.51242234
09-27-01,0,0,104363,0,9.502490169,16.42731427,9.985024976,13.14453502,93.36737284
09-28-01,0,0,104363,0,1.337310022,15.1681794,11.89271974,13.326599,93.22232333
09-29-01,0,0,104363,0,1.909911787,13.38055054,11.48709746,12.36705495,93.07727383
09-30-01,0,0,104363,0,11.27541184,16.09442024,10.78833032,12.96715804,92.93222432
10-01-01,0,0,104363,0,13.90218408,17.24544585,8.128462111,12.52706983,92.78717482
10-02-01,0,0,104363,0,13.73717292,18.32619832,8.264980338,13.09122967,92.64212531
10-03-01,0,0,104363,0,3.799721543,18.47338718,9.638580083,13.46919545,92.49707581
10-04-01,0,0,104363,0,5.784650866,19.41801467,9.027431183,13.89920183,92.3520263
10-05-01,0,0,104363,0,8.031513445,17.6835583,8.213890955,12.83332023,92.2069768
10-06-01,0,0,104363,0,7.466397067,17.20241258,8.850228505,12.45311085,92.06192729
10-07-01,0,0,104363,0,13.69207142,12.68924434,7.8236582,10.30329366,91.91687779
10-08-01,0,0,104290,0,14.09423318,15.19868211,7.333425444,10.98473802,91.77182828
10-09-01,0,0,104242,0,2.787415241,11.67370603,7.523860134,9.621108513,91.62677878
10-10-01,0,0,104242,0,0.553819747,10.83396748,7.68222978,9.20056329,91.48172927
10-11-01,0,0,104242,0,0.511466681,16.22247848,8.941630354,11.95701562,91.33667977
10-12-01,0,0,104227,0,0.412697417,13.94917632,7.870857689,10.56217345,91.19163026
10-13-01,0,0,103609,0,11.7052216,13.39962802,7.3013604,9.980647253,91.04658076
10-14-01,0,0,103123,0,10.02469763,14.59041343,7.15698799,10.64987884,90.90153125
10-15-01,0,0,103042,0,8.005149325,15.35075991,7.699341056,11.24871612,90.75648175
10-16-01,0,0,103042,0,9.969936231,15.32489106,8.294154533,11.3940727,90.61143224
10-17-01,0,0,103042,0,3.193171432,16.77363163,9.374067382,12.48381656,90.46638274
10-18-01,0,0,103042,0,8.691578276,15.63837815,8.231969391,11.78651716,90.32133323
10-19-01,0,0,103042,0,0.653272399,12.42689978,8.623445637,10.34016367,90.17628373
10-20-01,0,0,103042,0,0.504266128,10.7862047,8.071739824,9.244204485,90.03123422
10-21-01,0,0,101768,0,10.34834733,12.05652035,7.108576894,9.379095547,89.88618472
10-22-01,0,0,101768,0,11.26950686,15.88106069,7.6560846,11.14241683,89.74113521
10-23-01,0,0,100205,0,11.11112871,15.21596344,7.021702625,10.86691253,89.59608571
10-24-01,0,0,97947,0,11.46799128,15.7284196,6.70871506,10.99278351,89.4510362
10-25-01,0,0,97941,0,10.13980976,14.1641726,7.660452758,10.66627697,89.3059867
10-26-01,0,0,97548,0,1.294597726,12.64047189,7.463322351,9.730895951,89.16093719
10-27-01,0,0,97548,0,8.064696567,16.44599851,7.642353066,11.498291,89.01588769
10-28-01,0,0,97548,0,2.047678818,15.47075141,8.671888617,11.74438941,88.87083818
10-29-01,0,0,97542,0,8.469321926,18.16922096,7.70452758,12.41573812,88.72578868
10-30-01,0,0,96177,0,9.16711659,17.77623552,7.024827293,12.03128707,88.58073917
10-31-01,0,0,93983,0,9.331628228,17.03694335,6.740493145,11.24655755,88.43568967
11-01-01,0,0,91844,0,9.244073759,14.23631629,3.179381443,8.539409076,88.29064016
11-02-01,0,0,89743,0,5.557652248,10.52480604,4.036762674,6.852427463,88.14559066
11-03-01,0,0,87663,0,7.70536295,10.36713785,3.21811032,6.567933893,88.00054115
11-04-01,0,0,85589,0,0.382843023,7.596641513,4.129620576,5.647684132,87.85549165
11-05-01,0,0,83528,0,0.252243597,8.550175364,3.981028802,5.856505473,87.71044214
11-06-01,0,0,81478,0,0.712812201,10.18974386,3.724178978,6.391010734,87.56539264
11-07-01,0,0,79448,0,7.338814964,11.71940695,3.538622595,6.938653417,87.42034313
11-08-01,0,0,77439,0,7.84026464,12.86190881,3.681772771,7.292348815,87.27529363
11-09-01,0,0,75462,0,3.670738654,6.716707408,1.285822085,3.785276863,87.13024412
11-10-01,0,0,73542,0,5.195857158,1.802625146,0.274513763,0.966949729,86.98519462
11-11-01,0,0,71677,0,0.592636837,1.286767988,-0.037889255,0.604147093,86.84014511
11-12-01,0,0,69870,0,6.360996918,4.052736741,0.973886704,2.334552025,86.69509561
11-13-01,0,0,68159,0,9.878132639,7.800010628,1.229333617,3.899998937,86.5500461
11-14-01,0,0,66521,0,4.780723775,4.104708258,0.535083431,2.117018812,86.4049966
11-15-01,0,0,64945,0,1.538041237,1.072983314,-0.195153576,0.409740674,86.25994709
11-16-01,0,0,63424,0,3.966374748,3.318322882,0.091646296,1.449309172,86.11489759
11-17-01,0,0,61950,0,8.692508237,6.434052503,0.373068339,2.927348284,85.96984808
11-18-01,0,0,60524,0,6.748190031,6.975151451,1.052077798,3.51388883,85.82479858
11-19-01,0,0,59123,0,5.132026783,6.488606653,1.390445318,3.437004995,85.67974907
