fecha,huevo,L1,L2,crisalida,radiacion,tmax,tmin,tmed,exergia
06-25-01,92764,0,0,0,0,0,0,0,95.71104754
06-26-01,92284,0,0,0,22.01064938,25.4453502,12.62401956,19.17128175,95.93867192
06-27-01,91804,0,0,0,23.61975343,18.91501754,11.74402168,15.6995398,96.036081
06-28-01,91324,0,0,0,22.09791583,21.50087151,11.02750558,16.33062812,96.13270878
06-29-01,90844,0,0,0,21.13953768,22.2925922,12.16062281,17.2182251,96.22756432
06-30-01,90364,0,0,0,21.58170263,22.44136465,11.63368052,17.43731109,96.32152816
07-01-01,89884,0,0,0,21.14731109,24.70564353,14.98162398,19.74100755,96.41395126
07-02-01,89404,0,0,0,22.52213094,25.60171113,14.7835583,20.30005739,96.5033959
07-03-01,88924,0,0,0,19.53626103,25.0167818,15.33261771,20.29485067,96.59021514
07-04-01,88444,0,0,0,20.4986024,24.19248592,15.39845892,19.80079073,96.67650723
07-05-01,87964,0,0,0,23.46078329,21.26773302,14.08402593,17.89778191,96.76147645
07-06-01,87484,0,0,0,22.29803699,19.82502923,13.95274737,16.97073015,96.844001
07-07-01,87004,0,0,0,21.75618769,22.74208736,13.62529493,18.17437879,96.92512451
07-08-01,86524,0,0,0,19.73385695,24.54014242,14.46701031,19.48442555,97.0053387
07-09-01,86044,0,0,0,21.87478584,23.52179828,14.506802,19.16599639,97.08328318
07-10-01,85564,0,0,0,21.58735679,25.06786056,14.75233287,19.97288447,97.15928863
07-11-01,85084,0,0,0,19.54705176,26.85738123,15.44407482,21.1697343,97.23384311
07-12-01,84604,0,0,0,7.946702094,26.94751833,15.68731002,21.42810182,97.30717859
07-13-01,84124,0,0,0,20.90520459,26.6232437,15.84725263,21.34842385,97.37910876
07-14-01,83644,0,0,0,23.11400149,23.85224785,15.84959082,19.96945053,97.44988805
07-15-01,83164,0,0,0,12.04111489,21.93255394,14.81300882,18.48769051,97.51918663
07-16-01,82684,0,0,0,18.96443724,22.77928579,14.26422574,18.50600808,97.58773415
07-17-01,82204,0,0,0,22.54388564,25.0212775,13.85980444,19.47348815,97.65571444
07-18-01,81724,0,0,0,22.62974705,22.90894888,14.52068233,18.82610692,97.72259317
07-19-01,81244,0,0,0,23.25384313,21.5986396,13.92565629,17.83089276,97.78834046
07-20-01,80764,0,0,0,21.50934424,23.25746626,13.26771177,18.37794877,97.85317305
07-21-01,80284,0,0,0,4.93345414,23.47504517,14.69506855,19.19461473,97.91614288
07-22-01,79804,0,0,0,5.799619513,26.1300457,15.69941545,20.89489212,97.97821185
